T	93946	1017000093947	S	None	N:QJT84.A95.763.98 9632.Q87.T854.A3 5.JT42.AQ9.QT742 AK7.K63.KJ2.KJ65	0	1	NT	W	NONE	0	3	NT	W	NONE
T	99104	1017000099105	N	None	N:KT2.Q3.AQ83.K984 QJ973.42.KT9.J75 8.KJT875.754.A32 A654.A96.J62.QT6	0	2	S	E	NONE	0	2	H	S	NONE
T	105391	1017000105392	W	EW	N:QJ972.T42.A97.T9 86.KQ87.K86.QJ82 T54.J6.JT5.AK543 AK3.A953.Q432.76	0	3	H	W	NONE	0	4	H	E	NONE
T	175131	1017000175132	W	NS	N:8.AJ3.Q986.T9864 A764.Q984.K742.Q KT2.T72.A.AKJ732 QJ953.K65.JT53.5	0	4	C	S	NONE	0	2	C	S	NONE
T	185499	1017000185500	W	NS	N:K72.7.A754.QJT75 9854.AKT43.J8.42 A.J652.KT62.AK93 QJT63.Q98.Q93.86	0	4	D	S	NONE	0	1	NT	N	NONE
T	186878	1017000186879	S	NS	N:T85.Q.KQ98652.T7 K64.AJ7.AT.K9863 A2.KT9832.4.A542 QJ973.654.J73.QJ	0	4	S	W	NONE	0	3	D	N	NONE
T	188490	1017000188491	S	None	N:74.Q542.J3.A9632 A62.A.A9854.KT54 QJT95.T76.QT7.Q8 K83.KJ983.K62.J7	0	3	D	E	NONE	0	3	NT	W	NONE
T	198991	1017000198992	W	EW	N:QJ985.42.A9.8743 7632.QJ8765.T7.2 AKT4.KT3.Q42.AK9 .A9.KJ8653.QJT65	0	4	S	N	NONE	0	3	S	N	NONE
T	200596	1017000200597	N	NS	N:AK53.A976.98.J75 QJT96.KJ82.643.6 87.T543.AJT5.432 42.Q.KQ72.AKQT98	0	3	NT	W	NONE	0	1	C	N	NONE
T	213066	1017000213067	S	None	N:QJT42.T76.K.J762 A3.AK.QT976.AK43 9875.J53.82.QT95 K6.Q9842.AJ543.8	0	6	D	E	NONE	0	3	NT	E	NONE
T	216215	1017000216216	W	None	N:QJ986.43.T76.KJT T.AKT975.AJ9.952 AK74.Q82.84.8763 532.J6.KQ532.AQ4	0	3	S	N	NONE	0	4	H	E	NONE
T	218914	1017000218915	S	EW	N:QJ985.84.A976.T9 T743.AT632.KJ.53 K6.K975.QT832.84 A2.QJ.54.AKQJ762	0	3	NT	W	NONE	0	3	NT	E	NONE
T	250973	1017000250974	E	None	N:K72.AKJ.AJ32.Q94 QJ953.Q62.Q9.753 AT6.75.K865.KT86 84.T9843.T74.AJ2	0	1	NT	S	NONE	0	3	NT	S	NONE
T	272157	1017000272158	E	None	N:T5.A872.KJT98.K4 7632.KQ64.62.QJT AK.JT95.Q43.A653 QJ984.3.A75.9872	0	3	S	W	NONE	0	4	H	N	NONE
T	277729	1017000277730	E	NS	N:7.AJ954.T9753.KT 832.KT3.K62.QJ96 AK96.7.AJ84.A832 QJT54.Q862.Q.754	0	3	D	S	NONE	0	3	NT	S	NONE
T	280958	1017000280959	S	NS	N:A2.AJT984.72.AKQ K543.63.T.JT8532 76.K75.AKJ963.76 QJT98.Q2.Q854.94	0	6	H	N	NONE	0	6	NT	N	NONE
T	281012	1017000281013	N	NS	N:A.AJT862.AT85.54 QJ986.Q97.Q92.86 KT73.543.K63.J72 542.K.J74.AKQT93	0	4	H	N	NONE	0	2	H	N	NONE
T	289432	1017000289433	N	EW	N:AT87.KT2.J542.43 42.AJ4.KQ963.Q92 QJ953.76.T87.KJ5 K6.Q9853.A.AT876	0	4	D	E	NONE	0	3	NT	E	NONE
T	292510	1017000292511	S	NS	N:97532.92.J92.K63 6.AT.AKT854.JT42 AK.Q7653.Q6.AQ95 QJT84.KJ84.73.87	0	3	D	E	NONE	0	3	H	S	NONE
T	298173	1017000298174	E	None	N:8.AK3.AKJ.KJ9865 QJT73.8.952.A432 A4.QT972.Q87643. K9652.J654.T.QT7	0	4	S	E	X	0	3	NT	S	NONE
T	303805	1017000303806	E	None	N:2.AQ95.QJT8543.6 AT8.J87.K97.Q985 K763.T4.A6.AK732 QJ954.K632.2.JT4	0	3	D	N	NONE	0	2	C	S	NONE
T	307354	1017000307355	S	None	N:QJT87.T7.86.KJ92 AK43.6542.KQT2.7 965.AJ8.A7543.63 2.KQ93.J9.AQT854	0	4	H	W	NONE	0	4	H	E	NONE
T	315214	1017000315215	S	NS	N:752.KQT53.A.8532 AK4.86.T765.AJ76 63.AJ92.KJ83.KT9 QJT98.74.Q942.Q4	0	2	S	W	NONE	0	4	H	N	NONE
T	316319	1017000316320	W	EW	N:QJT65.J2.Q653.J8 AK.87654.AT8.Q94 9842.QT9.KJ94.K5 73.AK3.72.AT7632	0	3	H	E	NONE	0	3	NT	E	NONE
T	330255	1017000330256	W	EW	N:QJT84.94.KJT.852 9532.73.7542.KJ7 76.AQJT.98.AT643 AK.K8652.AQ63.Q9	0	2	D	E	NONE	0	1	H	W	NONE
T	331303	1017000331304	W	None	N:QJT32.975.2.KJ75 A65.KT83.987.Q43 7.J62.KQT643.A96 K984.AQ4.AJ5.T82	0	2	D	S	NONE	0	1	NT	E	NONE
T	331552	1017000331553	N	None	N:QJT96.985.Q87.Q5 72.AQ74.T965.KJ9 K53.KT32.3.A8742 A84.J6.AKJ42.T63	0	3	D	W	NONE	0	1	NT	W	NONE
T	343375	1017000343376	W	EW	N:8.Q82.AK2.T65432 KT.AT65.QJ97.A87 QJ972.K7.T864.J9 A6543.J943.53.KQ	0	2	H	E	NONE	0	2	S	W	NONE
T	351781	1017000351782	E	EW	N:K52.KT86.AKJ.T85 763.A2.98743.AKJ QJT84.Q954.QT.32 A9.J73.652.Q9764	0	3	S	S	NONE	0	1	NT	W	NONE
T	352826	1017000352827	S	None	N:AT732.T65.653.A9 K.J73.AKQT82.JT3 QJ954.Q84.97.Q62 86.AK92.J4.K8754	0	3	S	S	NONE	0	3	S	N	NONE
T	352997	1017000352998	E	EW	N:52.KJ962.J2.9865 A86.843.K83.KQJ3 QJT94.T7.AT94.74 K73.AQ5.Q765.AT2	0	1	S	S	NONE	0	3	NT	E	NONE
T	374731	1017000374732	W	NS	N:K762.KT5.96.AKT3 QJT94.QJ84.J8.62 A8.2.AKT7543.Q94 53.A9763.Q2.J875	0	3	NT	N	NONE	0	3	NT	S	NONE
T	379947	1017000379948	W	NS	N:A975.J3.Q7.K8764 82.Q97.KJT65.A95 K3.K654.A943.QJT QJT64.AT82.82.32	0	3	C	N	NONE	0	2	NT	S	NONE
T	381280	1017000381281	N	None	N:QJT53.543.8.KJ95 9.K982.QT7654.63 K8762.J7.A93.QT8 A4.AQT6.KJ2.A742	0	3	S	N	NONE	0	4	S	S	X
T	391492	1017000391493	N	NS	N:K963.A96.A763.QJ QJT82.854.54.A42 75.J73.T92.KT965 A4.KQT2.KQJ8.873	0	3	NT	W	NONE	0	2	S	W	NONE
T	393298	1017000393299	S	EW	N:AT72.94.J.J96432 K.AK6.AKQ8763.T7 QJ965.T875.T52.A 843.QJ32.94.KQ85	0	4	D	E	NONE	0	3	NT	W	NONE
T	416500	1017000416501	N	NS	N:A932.J84.J4.AK62 QJT54.T5.Q832.QT K.K9762.T765.843 876.AQ3.AK9.J975	0	3	S	E	NONE	0	1	NT	S	NONE
T	417108	1017000417109	N	NS	N:4.A2.AJT864.AKT2 QJ973.QJ94.7.J74 T62.K87.K2.Q9865 AK85.T653.Q953.3	0	4	C	N	NONE	0	3	NT	S	NONE
T	418027	1017000418028	W	NS	N:4.AK63.AK4.K8643 QJT63.Q42.Q62.72 A97.JT95.J95.T95 K852.87.T873.AQJ	0	4	H	S	NONE	0	3	H	S	NONE
T	418362	1017000418363	S	None	N:QJ963.5.KT96.J62 AKT7.AQT96.842.5 5.K8432.Q7.KT983 842.J7.AJ53.AQ74	0	3	NT	E	NONE	0	4	S	E	NONE
T	418394	1017000418395	S	None	N:A96.AKQ73.A.K963 QJT73.4.KT76.J42 K2.JT6.QJ843.QT5 854.9852.952.A87	0	4	H	N	NONE	0	5	H	N	NONE
T	432658	1017000432659	S	EW	N:QJT87.K53.5.J972 K93.T842.J98.AQ3 A52.76.QT73.K865 64.AQJ9.AK642.T4	0	3	H	W	NONE	0	4	H	E	NONE
T	434047	1017000434048	W	EW	N:QJT86.T6.KJT.875 AK43.Q975.AQ94.9 92.J43.7532.KJ32 75.AK82.86.AQT64	0	4	H	W	NONE	0	4	H	E	NONE
T	438829	1017000438830	E	None	N:T42.762.T8654.T9 K853.KQJ95.3.K75 QJ976.T84.9.A842 A.A3.AKQJ72.QJ63	0	4	D	W	NONE	0	6	NT	E	NONE
T	449460	1017000449461	N	NS	N:4.QT94.AKJ5.K964 QJT96.72.864.A32 A7532.J85.QT973. K8.AK63.2.QJT875	0	4	S	E	NONE	0	3	D	N	NONE
T	453483	1017000453484	W	NS	N:96.Q963.AK95.983 K52.J854.T643.Q6 A74.K.QJ.AKJT754 QJT83.AT72.872.2	0	3	C	S	NONE	0	3	NT	N	NONE
T	455629	1017000455630	E	None	N:8762.T8.Q965.AK6 A3.QJ9.JT83.QT73 K9.K654.AK2.J982 QJT54.A732.74.54	0	1	NT	E	NONE	0	1	NT	S	NONE
T	456065	1017000456066	E	NS	N:6543.AT3.T8762.9 A8.KJ.J543.Q8653 K7.Q9852.AKQ.A42 QJT92.764.9.KJT7	0	4	H	S	NONE	0	3	H	S	NONE
T	458645	1017000458646	E	EW	N:654.Q8732.94.KT8 A2.AK954.KJ.A963 QJT87.J6.863.QJ4 K93.T.AQT752.752	0	3	C	E	NONE	0	3	NT	W	NONE
T	465429	1017000465430	E	EW	N:QJ976.Q76.Q86.94 K853.AT98.975.A2 4.432.KJ42.KQT73 AT2.KJ5.AT3.J865	0	3	H	W	NONE	0	2	H	E	NONE
T	472004	1017000472005	N	NS	N:8.KJT73.K42.AQJ2 QJT74.A986..8764 AK653.4.AQ98.T93 92.Q52.JT7653.K5	0	3	NT	S	NONE	0	3	NT	N	NONE
T	499373	1017000499374	E	None	N:A6.9.A9654.KQ842 .KQJ765.KQJ8.J96 QJ972.T832.3.A53 KT8543.A4.T72.T7	0	3	H	E	NONE	0	3	C	S	NONE
