6369	1001000006370	E	NS	N:A94.AKJ9.AQ85.86 KJT87.7.K964.T75 Q6.QT52.J72.J432 532.8643.T3.AKQ9	0	3	H	N	NONE	0	3	H	S	NONE
6873	1001000006874	E	Both	N:64.K972.AK952.J7 8732.Q854.63.K64 AKQ9.AJT3.7.T952 JT5.6.QJT84.AQ83	0	3	N	N	NONE	0	4	H	N	NONE
6943	1001000006944	W	EW	N:QJ982.KJ7.9643.T 653.T432.5.AKJ87 KT74.A85.JT2.654 A.Q96.AKQ87.Q932	0	3	S	N	NONE	0	3	H	E	NONE
7503	1001000007504	W	EW	N:QJ4.4.QJ974.QT85 T6.AT32.T853.743 K9732.KQ876.2.J9 A85.J95.AK6.AK62	0	3	N	E	NONE	0	1	C	W	NONE
7518	1001000007519	S	NS	N:Q876.K3.T53.A942 JT32.62.4.KQJT85 K94.AT54.AKQJ97.- A5.QJ987.862.763	0	1	H	W	X	0	3	N	N	NONE
7527	1001000007528	W	None	N:Q764.KJT4.K8.853 A93.876.5432.JT7 KT.AQ92.A7.KQ642 J852.53.QJT96.A9	0	4	H	S	NONE	0	4	H	N	NONE
7766	1001000007767	S	Both	N:AT4.642.KJ3.9854 K6.AQ3.A985.KQJ7 QJ982.KJT7.Q74.3 753.985.T62.AT62	0	3	C	W	NONE	0	1	D	E	NONE
8218	1001000008219	S	None	N:J752.KQ8742.J.94 AQT4.5.852.KT753 K3.3.KQ763.AQJ82 986.AJT96.AT94.6	0	2	D	S	NONE	0	2	H	N	NONE
8382	1001000008383	S	NS	N:Q74.42.KQ3.K9762 J952.Q985.85.T83 AK63.A6.J942.AQ4 T8.KJT73.AT76.J5	0	4	S	S	NONE	0	3	N	N	NONE
8867	1001000008868	W	Both	N:AK86.AK872.K4.Q2 QJT54.J9.Q53.A84 3.T643.JT982.J76 972.Q5.A76.KT953	0	4	H	N	NONE	0	2	H	N	NONE
9286	1001000009287	S	Both	N:8.KQT9.Q7542.AQ9 QJ963.83.AJ9.JT6 KT752.AJ5.T863.5 A4.7642.K.K87432	0	2	C	W	NONE	0	2	S	S	NONE
9319	1001000009320	W	None	N:K432.J32.54.QJ96 8.AKT854.AT6.A87 AJT96.97.QJ72.53 Q75.Q6.K983.KT42	0	3	S	S	NONE	0	4	H	E	NONE
9614	1001000009615	S	NS	N:95.AJ743.AKQ3.J6 AJT82.K96.T75.98 K63.T852.986.AT2 Q74.Q.J42.KQ7543	0	3	H	N	NONE	0	4	H	N	NONE
9792	1001000009793	N	None	N:AQT763.76.A7.542 KJ94.83.KT85.A76 8.AK42.Q9643.Q98 52.QJT95.J2.KJT3	0	2	S	N	NONE	0	3	S	N	NONE
10390	1001000010391	S	Both	N:8642.AJT82.KQ9.T Q95.Q76.T87.A986 AKJT7.94.653.Q52 3.K53.AJ42.KJ743	0	3	C	W	NONE	0	2	C	W	NONE
10497	1001000010498	E	NS	N:K8764.AJ85.9.A72 Q93.Q74.QJT.9865 -.KT96.AK86432.Q3 AJT52.32.75.KJT4	0	4	D	S	NONE	0	4	H	N	NONE
11033	1001000011034	E	Both	N:JT953.A6.KT9843.- AQ4.43.Q652.A932 K72.QJ952.A7.T64 86.KT87.J.KQJ875	0	3	C	W	NONE	0	5	C	W	NONE
11310	1001000011311	S	NS	N:975.K9642.Q2.QT4 A42.AJT87.KJ63.3 K8.Q3.T754.AK976 QJT63.5.A98.J852	0	3	S	W	NONE	0	2	C	S	NONE
11394	1001000011395	S	EW	N:KJT72.932.A5.984 A94.K865.J.J7532 Q863.QT7.KT83.A6 5.AJ4.Q97642.KQT	0	3	S	N	NONE	0	2	D	W	NONE
11886	1001000011887	S	NS	N:82.T985.K985.K75 94.KJ73.AQT3.A92 AQ63.A642.62.QT4 KJT75.Q.J74.J863	0	3	N	E	NONE	0	2	H	N	NONE
12063	1001000012064	W	EW	N:2.AQ64.Q8763.954 K87.JT5.JT2.KQT2 A963.8732.AK5.J8 QJT54.K9.94.A763	0	3	H	S	NONE	0	2	H	N	NONE
12514	1001000012515	S	EW	N:T985.43.Q.KT9753 AQ3.AT.JT9876.A6 KJ42.K876.A543.4 76.QJ952.K2.QJ82	0	4	H	W	NONE	0	2	S	N	NONE
13645	1001000013646	E	None	N:96.K543.A86.AQ75 AK5.A.KT73.KT963 Q72.QJ962.Q952.J JT843.T87.J4.842	0	3	H	S	NONE	0	1	C	E	NONE
13728	1001000013729	N	None	N:A82.A86.JT87.A64 97.KJT72.Q53.K32 654.Q5.K92.QJ875 KQJT3.943.A64.T9	0	2	H	E	NONE	0	1	N	S	NONE
13958	1001000013959	S	Both	N:T52.KJ2.75.AKJT2 K8.Q987.AJT62.86 Q976.AT63.K83.Q9 AJ43.54.Q94.7543	0	2	C	N	NONE	0	2	H	S	NONE
14616	1001000014617	N	EW	N:K87.AT84.KT76.A7 AJT65.J3.8432.K4 942.Q9752.A5.QJ6 Q3.K6.QJ9.T98532	0	2	H	N	NONE	0	2	H	S	NONE
14684	1001000014685	N	Both	N:AK3.872.AJ874.94 QJ987.AJ4.965.JT 4.K953.QT.Q76532 T652.QT6.K32.AK8	0	3	S	E	NONE	0	1	N	N	NONE
14786	1001000014787	S	EW	N:43.Q98543.54.QJ2 QT62.J76.K87.764 AKJ8.A2.A62.KT93 975.KT.QJT93.A85	0	2	H	N	NONE	0	2	N	S	NONE
14882	1001000014883	S	EW	N:Q875.862.Q987.K8 K6432.AKJ3.5.T92 AJT9.T4.K32.A764 -.Q975.AJT64.QJ53	0	2	S	E	NONE	0	2	S	N	NONE
15048	1001000015049	N	EW	N:743.J8.K76.KQ864 Q982.KQ954.Q93.9 KJT6.A7.84.AJT52 A5.T632.AJT52.73	0	3	C	S	NONE	0	2	C	S	NONE
16958	1001000016959	S	NS	N:AJ.T872.J84.AK83 9752.QJ964.A5.95 QT.AK3.73.QT7642 K8643.5.KQT962.J	0	4	C	N	NONE	0	3	N	N	NONE
16972	1001000016973	N	Both	N:Q94.32.AT4.AT973 T8632.AQJ84.73.5 AJ5.K7.K86.K8642 K7.T965.QJ952.QJ	0	3	N	S	NONE	0	1	N	N	NONE
17106	1001000017107	S	EW	N:K.A8765.Q962.543 98762.Q942.J.AKT Q5.T.AK74.QJ9872 AJT43.KJ3.T853.6	0	4	S	W	NONE	0	2	C	S	NONE
17149	1001000017150	E	None	N:Q8.AQT98.A6.A732 KJT72.64.KJT.T95 A65.752.8742.KJ8 943.KJ3.Q953.Q64	0	3	H	N	NONE	0	4	H	N	NONE
17319	1001000017320	W	None	N:9763.8.AKQT.KT95 AJ84.KJT92.43.74 T.AQ64.5.AQJ8632 KQ52.753.J98762.-	0	3	N	S	NONE	0	3	N	N	NONE
17395	1001000017396	W	Both	N:A.J842.KQJ73.A97 KJT93.AQ96.T8.64 Q842.T3.95.KT532 765.K75.A642.QJ8	0	2	S	E	X	0	2	D	N	NONE
17592	1001000017593	N	EW	N:K8753.J4.KQT2.Q6 Q2.AK932.5.AKJ93 AJT94.Q7.96.T874 6.T865.AJ8743.52	0	4	H	N	X	0	5	H	E	NONE
17866	1001000017867	S	None	N:K74.AQ53.A74.J82 J52.K982.KJT92.3 AT86.J74.63.KQT6 Q93.T6.Q85.A9754	0	2	S	S	NONE	0	1	N	N	NONE
18260	1001000018261	N	NS	N:KJT3.82.K62.AQ64 76.KJT74.QJ.T832 A952.Q3.AT975.K5 Q84.A965.843.J97	0	3	D	S	NONE	0	4	S	S	NONE
18784	1001000018785	N	None	N:QJ5.K72.KQ83.K82 A643.QJT65.T94.5 872.A3.J72.AQ643 KT9.984.A65.JT97	0	3	C	S	NONE	0	3	N	S	NONE
18820	1001000018821	N	NS	N:K.J7.AQ76.AJ8754 AJT94.KT42.J8.T9 Q8632.Q3.K9.KQ32 75.A9865.T5432.6	0	3	N	S	NONE	0	3	N	N	NONE
19004	1001000019005	N	Both	N:A.KT9.JT6.AQT732 KJT82.2.AQ73.984 Q9763.J8543.9.J6 54.AQ76.K8542.K5	0	3	D	W	NONE	0	4	D	W	NONE
19662	1001000019663	S	NS	N:KQJ7.KT75.A.AT52 T53.A843.QJT75.J A962.QJ2.432.Q73 84.96.K986.K9864	0	4	S	S	NONE	0	3	S	S	NONE
19865	1001000019866	E	Both	N:KJT84.KQJ3.872.8 763.T9762.-.AK542 Q95.84.AQJ.Q9763 A2.A5.KT96543.JT	0	3	S	N	NONE	0	2	D	W	NONE
19922	1001000019923	S	EW	N:AQT3.98643.4.AT7 K865.Q.K9752.J94 J94.A2.QT86.KQ63 72.KJT75.AJ3.852	0	2	D	S	NONE	0	3	S	N	NONE
19942	1001000019943	S	Both	N:9765.QT972.AJ8.8 83.A54.32.J76542 AQ.KJ6.K7654.KQ3 KJT42.83.QT9.AT9	0	3	N	S	NONE	0	4	H	N	NONE
19949	1001000019950	E	None	N:Q432.KT6.AQ93.T2 6.Q975.KT87.AQ95 KJT95.82.542.KJ8 A87.AJ43.J6.7643	0	3	S	S	NONE	0	4	H	W	NONE
19969	1001000019970	E	NS	N:KJT.JT86.832.A63 97542.KQ2.76.KQ7 A6.973.AK4.J9542 Q83.A54.QJT95.T8	0	1	N	W	NONE	0	1	N	S	NONE
