202364	1010000202365	N	Both	N:AQJ9.AK9.J973.J4 K6.87653.T6.KQT7 7.T2.AKQ8542.653 T85432.QJ4..A982	0	6	H	N	NONE	0	3	NT	N	NONE
210600	1010000210601	N	EW	N:AK2.K763.A63.K93 T54.QT92.874.A52 J8.J4.KQJT95.QJ7 Q9763.A85.2.T864	0	5	D	S	NONE	0	3	NT	N	NONE
210971	1010000210972	W	NS	N:A964.T85.J74.QT9 KQ.J93.KQT983.32 J8752.72.5.KJ865 T3.AKQ64.A62.A74	0	5	D	E	NONE	0	3	NT	W	NONE
211768	1010000211769	N	EW	N:AKJ9.K85.AJ5.J54 87542.Q63.93.AK6 Q6.T7.KQT87642.7 T3.AJ942..QT9832	0	5	D	S	NONE	0	3	NT	N	NONE
212273	1010000212274	E	NS	N:T65.KJ85.6.QT653 AK73.T7.A8.AJ942 J84.AQ964.J93.87 Q92.32.KQT7542.K	0	6	S	E	NONE	0	3	NT	E	NONE
218304	1010000218305	N	None	N:AQ8.AKJ85.98.Q87 K43.T973.KT.T432 97.64.AQJ763.A96 JT652.Q2.542.KJ5	0	6	S	N	NONE	0	3	NT	N	NONE
219520	1010000219521	N	None	N:AT4.AK4.53.AT652 K97.9876.KT.K873 QJ2.T2.AQJ987.J9 8653.QJ53.642.Q4	0	6	S	N	NONE	0	3	NT	N	NONE
249003	1010000249004	W	NS	N:Q873.T432.8.A543 965.6.AKJT7542.7 KJ2.A875.Q6.JT92 AT4.KQJ9.93.KQ86	0	6	H	W	NONE	0	3	NT	W	NONE
265586	1010000265587	S	EW	N:74.Q.KQ987654.KJ KJT85.KJT932.J.4 A2.A864.A32.A632 Q963.75.T.QT9875	0	6	S	S	NONE	0	3	NT	S	NONE
287527	1010000287528	W	None	N:AQ75.954.32.8754 863.73.KQJT76.KQ JT92.KQJ8.84.632 K4.AT62.A95.AJT9	0	6	S	W	NONE	0	3	NT	W	NONE
296936	1010000296937	N	EW	N:A964.AK.Q642.Q32 Q753.653.7.J9875 2.987.AKJ953.K64 KJT8.QJT42.T8.AT	0	6	S	N	NONE	0	3	NT	N	NONE
327209	1010000327210	E	Both	N:AQ97.KJ8.4.K9753 KT3.A92.Q76.AQT4 J64.76543.T9.J62 852.QT.AKJ8532.8	0	6	S	E	NONE	0	3	NT	E	NONE
341017	1010000341018	E	Both	N:QT732.KQ5.T9.K62 AK9.AJ84.J4.QT93 J654.T632.82.AJ8 8.97.AKQ7653.754	0	4	S	E	NONE	0	3	NT	E	NONE
392640	1010000392641	N	None	N:AT43.J873.A43.AQ 765.KQ5.T.KJT642 KQ2.96.KQJ987.97 J98.AT42.652.853	0	6	S	N	NONE	0	3	NT	N	NONE
410198	1010000410199	S	Both	N:84.J9.KQ96432.A2 AJT962.T853..Q75 K3.A764.AJ5.KJ93 Q75.KQ2.T87.T864	0	6	H	S	NONE	0	3	NT	S	NONE
435059	1010000435060	W	Both	N:2.T987.K972.9875 T5.J.AQJT863.KT6 AKJ876.Q542..432 Q943.AK63.54.AQJ	0	5	S	W	X	0	4	S	W	XX
466790	1010000466791	S	Both	N:862.8.KQ8743.AQ3 JT543.J752.T52.T K97.AK964.AJ6.76 AQ.QT3.9.KJ98542	0	6	S	S	NONE	0	3	NT	S	NONE
475657	1010000475658	E	Both	N:JT5.KQJ87.T853.4 AK94.T93.K9.KQ32 Q82.A6542..J9875 763..AQJ7642.AT6	0	6	S	E	NONE	0	3	NT	E	NONE
477062	1010000477063	S	Both	N:2.T64.AQJ942.A76 987654.J7.86.943 KQJ.KQ3.KT3.QJ82 AT3.A9852.75.KT5	0	5	D	N	NONE	0	3	NT	S	NONE
487785	1010000487786	E	Both	N:JT987.KT8.KJ5.J6 AQ2.A954.94.AQ83 64.QJ632.2.KT942 K53.7.AQT8763.75	0	6	S	E	NONE	0	3	NT	E	NONE
