101161332	10	130	8	-100	1	600	5D-NS	7,6,7,6,5,7,5,7,11,1,11,1,9,3,10,3,8,4,9,4
101161883	13	1020	13	1520	1	1520	7N-NS	11,2,11,2,13,0,13,0,13,0,13,0,9,4,9,4,13,0,13,0
101162677	9	600	10	130	1	600	3N-NS	9,4,9,4,9,4,9,4,10,3,10,3,10,3,10,3,9,4,9,4
101162698	11	150	9	400	1	400	5C-NS|3N-NS	7,5,8,5,7,5,7,6,7,5,8,5,11,2,11,2,9,3,9,4
101164222	7	200	8	100	1	-600	5C-EW	4,9,4,9,5,8,5,7,3,9,3,9,2,11,2,11,5,7,5,7
101164277	9	110	8	-100	1	100	3D*-E-1	8,5,8,5,8,5,8,5,5,8,5,7,9,4,9,3,8,5,8,4
101165571	10	430	9	140	1	430	3N-NS+1	9,4,9,4,10,3,10,3,7,5,7,5,11,1,11,1,10,1,10,1
101165811	11	460	10	130	1	460	3N-N+2	7,5,7,5,8,5,8,5,10,3,10,1,11,1,11,1,11,3,10,1
101166257	8	90	8	120	1	100	3D*-EW-1|3H*-EW-1|3S*-EW-1	4,8,4,8,5,8,5,8,4,8,4,8,8,4,8,4,8,5,8,5
101167250	9	110	8	-50	1	120	2N-S	8,5,8,5,6,7,6,7,8,4,8,4,9,4,8,4,7,5,8,5
101167368	10	-130	8	100	1	-130	2C-EW+2	5,7,5,7,6,7,6,7,5,8,5,8,3,10,3,10,5,8,5,8
101167654	12	170	9	600	1	1100	7H*-E-5	12,1,12,1,5,8,5,7,8,3,8,3,12,1,12,1,9,3,9,1
101167803	11	460	11	150	1	920	6C-S	9,4,9,4,7,4,8,4,9,3,9,3,11,1,12,1,10,2,11,2
101167812	12	-490	12	-990	1	-1440	7C-EW	1,12,1,12,4,9,4,9,4,9,4,9,0,13,0,13,1,12,1,12
101167987	8	50	8	100	1	-130	3D-EW+1	5,8,5,8,6,6,7,6,3,10,3,10,4,8,4,8,6,7,6,7
101168984	10	-130	7	200	1	-500	5D*-NS-3	2,10,3,10,7,6,7,6,8,5,8,5,2,10,2,10,3,7,3,7
101169877	9	110	8	-100	1	140	3H-NS	6,7,6,7,9,4,9,4,9,3,9,3,7,5,7,5,8,4,8,4
101170080	7	-100	11	450	1	450	4S-NS+1	11,2,11,2,8,3,8,3,6,7,6,7,11,2,11,2,7,4,7,4
101170120	12	480	12	990	1	990	6N-NS	10,3,10,3,12,0,12,0,12,0,12,0,10,2,10,2,12,0,12,0
101170479	9	-110	8	100	1	-120	2N-EW	7,5,7,5,8,5,8,5,4,8,4,8,3,9,3,9,4,8,4,8
101172514	7	100	7	100	1	-110	3D-EW|3C-EW	7,5,7,5,5,7,5,7,3,9,4,9,3,9,3,9,6,7,6,7
101173058	9	110	8	-50	1	140	1S-NS+2	9,3,9,3,7,6,7,6,8,4,8,4,8,4,9,4,7,5,7,5
101173193	10	130	10	420	1	450	4S-N+1	11,2,10,2,9,4,9,3,5,8,5,8,10,2,10,2,9,2,9,2
101173521	11	460	11	-50	1	990	6N-S	9,3,9,3,11,1,12,1,9,3,10,3,11,1,12,1,11,1,12,1
101173609	10	-130	9	-600	1	-600	3N-EW	5,8,5,8,6,7,6,7,5,8,5,8,3,10,3,10,3,9,3,9
101175887	11	-150	7	200	1	-600	5C-EW	4,8,5,8,2,9,3,9,7,5,8,5,2,11,2,11,5,7,5,7
101176178	8	-50	12	480	1	980	6S-NS	12,0,12,0,7,5,7,5,7,5,7,5,12,0,12,0,8,0,8,0
101177506	9	110	8	-50	1	140	1H-S+2	8,4,8,4,8,4,9,4,10,3,10,3,9,3,9,4,8,4,8,5
101177844	8	50	8	50	1	-400	5C-EW	4,8,4,8,7,6,7,6,7,6,7,6,1,11,1,11,4,8,4,8
101178176	10	130	10	130	1	130	4C-NS	5,7,5,7,5,8,5,8,9,2,9,2,10,2,10,2,7,4,7,4
101178388	10	630	12	1370	1	1100	6H*-EW-5|6S*-EW-5	6,7,6,7,4,7,4,7,12,0,12,0,10,3,10,3,10,2,10,2
101179286	10	-420	13	-940	1	-1520	7N-EW	3,10,3,10,6,7,6,7,0,13,0,13,0,13,0,13,0,13,0,13
101179383	12	170	10	620	1	1100	6H*-EW-5	10,2,10,2,6,7,6,7,7,6,7,6,12,1,12,1,8,5,8,5
101180140	9	110	10	620	1	620	4H-NS	9,3,9,3,10,3,10,3,9,3,9,3,4,8,4,8,6,4,6,4
101181101	11	-150	9	100	1	-620	4S-EW	2,10,2,10,4,9,4,9,2,11,2,11,8,5,8,5,2,9,2,9
101181198	12	170	8	-100	1	1370	6D-NS|6C-NS	10,3,10,3,6,7,6,7,12,0,12,0,12,1,12,1,8,1,8,1
101181717	7	100	11	50	1	-400	5D-EW|5C-EW	7,6,7,6,8,5,8,5,2,11,2,11,1,11,1,11,2,7,2,7
101182346	8	90	8	-50	1	-140	3S-EW	4,9,4,9,8,5,8,4,8,5,8,5,4,9,4,8,5,8,5,6
101182363	10	-130	8	100	1	-140	3S-EW	4,9,4,9,7,6,7,6,3,10,3,10,6,4,8,4,4,8,4,8
101183386	7	-100	7	-100	1	140	1S-NS+2	9,3,9,3,7,6,7,6,9,4,9,4,10,3,10,3,7,6,7,4
101184967	9	-110	9	-400	1	-400	3N-EW	4,9,4,9,4,8,5,8,5,8,5,8,3,9,3,9,4,9,4,9
101185335	11	-100	11	660	1	660	3N-NS+2	10,3,10,3,7,6,7,6,11,2,11,2,11,2,11,2,11,2,11,2
101186470	8	-100	7	-200	1	620	4H-NS	8,5,8,5,10,3,10,3,7,6,7,6,10,3,10,3,8,5,8,5
101186540	9	110	10	620	1	620	4H-S	7,5,8,5,9,3,10,3,6,6,7,6,8,4,9,4,8,5,8,5
101186857	11	450	12	920	1	920	6D-NS	11,2,10,2,11,2,10,2,12,1,12,1,8,5,7,5,11,2,11,2
101187248	11	460	11	-50	1	920	6D-NS	9,4,9,4,11,2,11,2,12,1,12,1,11,2,11,2,11,2,11,2
101187311	13	1460	13	710	1	2210	7S-NS	13,0,13,0,10,3,9,3,8,4,8,5,13,0,13,0,12,0,12,0
101187771	10	-630	11	-150	1	-630	3N-EW+1	6,6,6,6,6,7,6,7,5,8,4,8,1,11,1,11,2,10,2,10
101190455	8	50	10	-420	1	-420	4S-EW	3,10,3,10,5,8,5,8,4,8,4,9,5,7,5,8,5,7,5,7
101190510	8	100	9	100	1	-140	1S-EW+2	3,9,3,9,6,7,6,7,7,6,7,6,4,8,5,8,4,8,4,8
101192073	10	-100	10	430	1	450	4S-NS+1	11,1,11,1,10,3,10,3,10,3,10,3,11,2,11,2,10,2,10,2
101193426	9	-110	9	-400	1	-420	4S-EW	3,10,3,10,7,6,7,6,6,7,5,7,3,9,3,9,4,9,3,9
101193901	12	-690	12	-1440	1	-1440	6N-EW	4,7,4,7,5,8,5,8,1,12,1,12,1,12,1,12,1,12,1,12
101194397	11	-660	10	200	1	-660	3N-E+2	2,11,2,10,5,8,5,7,2,11,2,10,2,11,2,10,2,11,2,10
101195119	8	-400	8	-100	1	140	1H-NS+2	6,6,6,6,9,4,9,4,10,3,10,3,10,3,10,3,8,4,8,4
101195421	8	100	8	100	1	-620	4S-EW	3,10,3,10,6,7,6,7,4,9,4,9,5,8,5,8,5,8,5,8
101195726	10	-130	10	-630	1	-630	3N-EW+1	4,9,4,9,3,10,3,10,5,8,5,8,3,10,3,10,3,10,3,10
101195859	9	110	7	-100	1	450	4H-NS+1	9,4,9,4,11,2,11,2,9,3,9,3,6,7,6,7,7,3,7,3
101196858	10	130	8	-50	1	400	5C-N	5,8,5,8,9,4,9,4,4,9,4,9,11,2,10,2,8,4,8,4
101196907	12	-680	12	-680	1	-1400	7D*-NS-6	1,11,1,11,1,12,1,12,7,5,7,5,3,9,3,9,2,11,2,11
101197171	9	50	11	-150	1	-430	3N-EW+1	3,9,4,9,7,6,7,6,6,7,6,7,2,11,2,11,2,10,2,10
101197573	11	150	11	660	1	660	3N-NS+2	7,6,7,6,11,2,11,2,11,2,11,2,7,5,7,5,11,2,11,2
101197822	9	150	9	600	1	620	4H-S	7,5,7,5,9,3,10,3,8,4,9,4,9,3,10,3,9,3,9,3
101198602	10	-630	11	-150	1	-630	3N-EW+1	3,8,3,8,3,10,3,10,6,7,6,7,2,11,2,11,3,10,3,10
101198953	9	400	12	170	1	920	6D-NS	7,5,7,5,7,6,7,6,12,1,12,1,10,3,10,3,9,3,9,3
