101157543	W	NS	N:QJ73.AT3.KQJ95.6 T8.KJ7.A83.AQJ95 AK9652.Q85.T6.83 4.9642.742.KT742	0	3	N	E	NONE	0	4	N	E	NONE
101157561	E	EW	N:AK86.A76.874.KQ9 J4.QJ42.AK5.AJ52 QT752.K9.QJT93.8 93.T853.62.T7643	0	3	N	N	NONE	0	4	N	N	NONE
101158560	N	None	N:KQJ53.KT.AQ6.J72 A97.8652.KT9.A93 842.AJ9743.J8.Q8 T6.Q5.75432.KT654	0	4	S	N	NONE	0	3	S	N	NONE
101158748	N	Both	N:KQT6.A72.AQJ94.3 J874.863.K852.T6 A52.KQJ5.T73.872 93.T94.6.AKQJ954	0	3	N	S	NONE	0	2	N	S	NONE
101159573	E	NS	N:KQJT52.AT3.85.Q7 A87.9762.KQT7.93 94.KQ8.9642.AK85 63.J54.AJ3.JT642	0	4	S	N	NONE	0	3	S	N	NONE
101159769	E	EW	N:AK8.T765.AT62.Q5 QJ63.KJ84.Q54.62 T952.AQ3.KJ87.K7 74.92.93.AJT9843	0	3	N	N	NONE	0	4	N	N	NONE
101160112	N	None	N:KQJ87.A2.AJ72.T5 T53.KT64.KQ3.Q86 A962.QJ5.9654.K7 4.9873.T8.AJ9432	0	4	S	N	NONE	0	3	S	N	NONE
101160431	W	EW	N:AQ96.QJ43.AKQ.74 T2.K875.T953.963 KJ754.AT6.64.QJ8 83.92.J872.AKT52	0	3	N	N	NONE	0	4	N	N	NONE
101161337	E	None	N:AQT83.AJ3.KQ7.Q5 J975.KQ82.A85.76 K642.T74.9432.J8 .965.JT6.AKT9432	0	4	S	N	NONE	0	3	S	N	NONE
101161539	W	None	N:AKT82.A43.K5.QJ3 J63.KT92.JT6.975 Q9754.Q86.983.K8 .J75.AQ742.AT642	0	4	S	N	NONE	0	3	S	N	NONE
101162013	E	NS	N:KQJ74.K3.AT82.A6 A5.AQT42.QJ6.K82 T863.965.97543.5 92.J87.K.QJT9743	0	4	S	N	NONE	0	3	S	N	NONE
101162319	W	EW	N:AQJ83.A5.KJ74.52 T9542.KT32.T3.J8 K6.QJ94.AQ8.KT64 7.876.9652.AQ973	0	4	S	N	NONE	0	3	S	N	NONE
101162584	N	EW	N:AK84.AQ73.92.K84 Q653.KT54.AK8.T6 J972.J9.QJ653.Q3 T6.862.T74.AJ9752	0	3	N	N	NONE	0	4	N	N	NONE
101162728	N	None	N:AKT63.K84.AJ5.75 J9852.QJ63.KT2.8 Q74.AT5.9764.KQ3 .972.Q83.AJT9642	0	4	S	N	NONE	0	3	S	N	NONE
101162857	E	None	N:AKT52.AQ6.AJ8.63 QJ843.KJ97.KQ4.5 976.T842.9632.K4 .53.T75.AQJT9872	0	4	S	N	NONE	0	3	S	N	NONE
101163008	N	None	N:KQT96.KT8.AK6.93 A84.AQJ4.T743.54 J7532.65.QJ85.K2 .9732.92.AQJT876	0	4	S	N	NONE	0	3	S	N	NONE
101163540	N	Both	N:KQJ64.AQ5.KT7.J5 T753.KJ93.Q42.92 A982.T6.AJ83.Q76 .874.965.AKT843	0	4	S	N	NONE	0	3	S	N	NONE
101164023	W	NS	N:AQJ84.KT9.AQ83.3 T96.AQJ2.JT7.J84 K753.65.K92.AK76 2.8743.654.QT952	0	4	S	N	NONE	0	3	S	N	NONE
101164222	S	Both	N:AQ964.KQ6.A95.84 875.JT54.QJ84.J6 KJ32.A87.KT6.QT7 T9.932.732.AK9532	0	3	N	N	NONE	0	4	N	N	NONE
101164849	E	None	N:AQJ94.KT2.AQ3.87 K8653.QJ97.KT4.2 T72.A43.J875.KQ4 .865.962.AJT9653	0	4	S	N	NONE	0	3	S	N	NONE
101165087	W	NS	N:AKQ73.AQ6.AT4.52 J965.KT94.QJ6.J4 T842.J73.K932.K8 .852.875.AQT9763	0	4	S	N	NONE	0	3	S	N	NONE
101165539	W	None	N:AQJ83.A43.KT5.76 T7542.KQ92.AJ3.4 K96.JT8.Q976.KJ8 .765.842.AQT9532	0	4	S	N	NONE	0	3	S	N	NONE
101166052	N	NS	N:AKT97.KQ6.AJ5.63 QJ843.AJ84.K92.5 652.T32.QT74.KJ7 .975.863.AQT9842	0	4	S	N	NONE	0	3	S	N	NONE
101166376	N	Both	N:AQJ85.KQ7.KT3.85 T9642.AJ84.AJ6.2 K73.T93.Q875.KQ9 .652.942.AJT7643	0	4	S	N	NONE	0	3	S	N	NONE
101166590	S	EW	N:AKT83.KQ6.AJ7.83 J9742.AJ84.KQ5.4 Q65.T92.T863.KQ7 .753.942.AJT9652	0	4	S	N	NONE	0	3	S	N	NONE
101166809	E	None	N:AQJ75.KT4.AQ6.83 K9642.QJ83.KT5.4 T83.A76.J942.KQ5 .952.873.AJT9762	0	4	S	N	NONE	0	3	S	N	NONE
101167013	E	NS	N:AKT84.AQ6.AJ5.74 QJ963.KJ82.KQ3.5 752.T94.T876.KJ8 .753.942.AQT9632	0	4	S	N	NONE	0	3	S	N	NONE
101167244	N	EW	N:AQJ85.KT4.AQ7.85 T9642.QJ83.KT3.2 K73.A76.J965.KQ7 .952.842.AJT9643	0	4	S	N	NONE	0	3	S	N	NONE
101167569	E	None	N:AKQ74.AJ6.KT3.84 J9653.KQ82.AQ5.2 T82.T94.J876.KQ7 .753.942.AJT9653	0	4	S	N	NONE	0	3	S	N	NONE
101167797	E	NS	N:AQJ84.KT5.AQ6.83 K9652.QJ83.KT4.2 T73.A76.J975.KQ5 .942.832.AJT9764	0	4	S	N	NONE	0	3	S	N	NONE
101168022	S	Both	N:AKT84.KQ7.AJ5.64 QJ963.AJ82.KQ3.5 752.T94.T876.KJ8 .653.942.AQT9732	0	4	S	N	NONE	0	3	S	N	NONE
101168221	E	None	N:AQJ75.KT4.AQ6.83 K9642.QJ83.KT5.4 T83.A76.J942.KQ5 .952.873.AJT9762	0	4	S	N	NONE	0	3	S	N	NONE
101168578	S	EW	N:AKT84.AQ6.AJ5.74 QJ963.KJ82.KQ3.5 752.T94.T876.KJ8 .753.942.AQT9632	0	4	S	N	NONE	0	3	S	N	NONE
101168941	E	Both	N:AQJ85.KT4.AQ7.85 T9642.QJ83.KT3.2 K73.A76.J965.KQ7 .952.842.AJT9643	0	4	S	N	NONE	0	3	S	N	NONE
101169217	E	None	N:AKQ74.AJ6.KT3.84 J9653.KQ82.AQ5.2 T82.T94.J876.KQ7 .753.942.AJT9653	0	4	S	N	NONE	0	3	S	N	NONE
101169488	N	None	N:AQJ84.KT5.AQ6.83 K9652.QJ83.KT4.2 T73.A76.J975.KQ5 .942.832.AJT9764	0	4	S	N	NONE	0	3	S	N	NONE
101169831	W	EW	N:AKT84.KQ7.AJ5.64 QJ963.AJ82.KQ3.5 752.T94.T876.KJ8 .653.942.AQT9732	0	4	S	N	NONE	0	3	S	N	NONE
101170140	N	Both	N:AQJ75.KT4.AQ6.83 K9642.QJ83.KT5.4 T83.A76.J942.KQ5 .952.873.AJT9762	0	4	S	N	NONE	0	3	S	N	NONE
101170303	W	Both	N:AKT84.AQ6.AJ5.74 QJ963.KJ82.KQ3.5 752.T94.T876.KJ8 .753.942.AQT9632	0	4	S	N	NONE	0	3	S	N	NONE
101170669	E	NS	N:AQJ85.KT4.AQ7.85 T9642.QJ83.KT3.2 K73.A76.J965.KQ7 .952.842.AJT9643	0	4	S	N	NONE	0	3	S	N	NONE
101171061	E	NS	N:AKQ74.AJ6.KT3.84 J9653.KQ82.AQ5.2 T82.T94.J876.KQ7 .753.942.AJT9653	0	4	S	N	NONE	0	3	S	N	NONE
101171345	E	None	N:AQJ84.KT5.AQ6.83 K9652.QJ83.KT4.2 T73.A76.J975.KQ5 .942.832.AJT9764	0	4	S	N	NONE	0	3	S	N	NONE
101171609	E	EW	N:AKT84.KQ7.AJ5.64 QJ963.AJ82.KQ3.5 752.T94.T876.KJ8 .653.942.AQT9732	0	4	S	N	NONE	0	3	S	N	NONE
101171900	N	EW	N:AQJ75.KT4.AQ6.83 K9642.QJ83.KT5.4 T83.A76.J942.KQ5 .952.873.AJT9762	0	4	S	N	NONE	0	3	S	N	NONE
101172091	W	EW	N:AKT84.AQ6.AJ5.74 QJ963.KJ82.KQ3.5 752.T94.T876.KJ8 .753.942.AQT9632	0	4	S	N	NONE	0	3	S	N	NONE
101172456	N	None	N:AQJ85.KT4.AQ7.85 T9642.QJ83.KT3.2 K73.A76.J965.KQ7 .952.842.AJT9643	0	4	S	N	NONE	0	3	S	N	NONE
101172833	E	None	N:AKQ74.AJ6.KT3.84 J9653.KQ82.AQ5.2 T82.T94.J876.KQ7 .753.942.AJT9653	0	4	S	N	NONE	0	3	S	N	NONE
101173064	N	NS	N:AQJ84.KT5.AQ6.83 K9652.QJ83.KT4.2 T73.A76.J975.KQ5 .942.832.AJT9764	0	4	S	N	NONE	0	3	S	N	NONE
101173307	W	NS	N:AKT84.KQ7.AJ5.64 QJ963.AJ82.KQ3.5 752.T94.T876.KJ8 .653.942.AQT9732	0	4	S	N	NONE	0	3	S	N	NONE
101173633	E	None	N:AQJ75.KT4.AQ6.83 K9642.QJ83.KT5.4 T83.A76.J942.KQ5 .952.873.AJT9762	0	4	S	N	NONE	0	3	S	N	NONE
101173937	E	Both	N:AKT84.AQ6.AJ5.74 QJ963.KJ82.KQ3.5 752.T94.T876.KJ8 .753.942.AQT9632	0	4	S	N	NONE	0	3	S	N	NONE
101174168	N	NS	N:AQJ85.KT4.AQ7.85 T9642.QJ83.KT3.2 K73.A76.J965.KQ7 .952.842.AJT9643	0	4	S	N	NONE	0	3	S	N	NONE
101174589	E	NS	N:AKQ74.AJ6.KT3.84 J9653.KQ82.AQ5.2 T82.T94.J876.KQ7 .753.942.AJT9653	0	4	S	N	NONE	0	3	S	N	NONE
101174825	E	None	N:AQJ84.KT5.AQ6.83 K9652.QJ83.KT4.2 T73.A76.J975.KQ5 .942.832.AJT9764	0	4	S	N	NONE	0	3	S	N	NONE
101175068	N	NS	N:AKT84.KQ7.AJ5.64 QJ963.AJ82.KQ3.5 752.T94.T876.KJ8 .653.942.AQT9732	0	4	S	N	NONE	0	3	S	N	NONE
101175449	E	None	N:AQJ75.KT4.AQ6.83 K9642.QJ83.KT5.4 T83.A76.J942.KQ5 .952.873.AJT9762	0	4	S	N	NONE	0	3	S	N	NONE
101175803	W	Both	N:AKT84.AQ6.AJ5.74 QJ963.KJ82.KQ3.5 752.T94.T876.KJ8 .753.942.AQT9632	0	4	S	N	NONE	0	3	S	N	NONE
101176109	E	NS	N:AQJ85.KT4.AQ7.85 T9642.QJ83.KT3.2 K73.A76.J965.KQ7 .952.842.AJT9643	0	4	S	N	NONE	0	3	S	N	NONE
101176463	W	Both	N:AKQ74.AJ6.KT3.84 J9653.KQ82.AQ5.2 T82.T94.J876.KQ7 .753.942.AJT9653	0	4	S	N	NONE	0	3	S	N	NONE
101176752	N	None	N:AQJ84.KT5.AQ6.83 K9652.QJ83.KT4.2 T73.A76.J975.KQ5 .942.832.AJT9764	0	4	S	N	NONE	0	3	S	N	NONE
101177015	W	EW	N:AKT84.KQ7.AJ5.64 QJ963.AJ82.KQ3.5 752.T94.T876.KJ8 .653.942.AQT9732	0	4	S	N	NONE	0	3	S	N	NONE
101177389	E	NS	N:AQJ75.KT4.AQ6.83 K9642.QJ83.KT5.4 T83.A76.J942.KQ5 .952.873.AJT9762	0	4	S	N	NONE	0	3	S	N	NONE
101177743	W	Both	N:AKT84.AQ6.AJ5.74 QJ963.KJ82.KQ3.5 752.T94.T876.KJ8 .753.942.AQT9632	0	4	S	N	NONE	0	3	S	N	NONE
101178017	E	None	N:AQJ85.KT4.AQ7.85 T9642.QJ83.KT3.2 K73.A76.J965.KQ7 .952.842.AJT9643	0	4	S	N	NONE	0	3	S	N	NONE
101178381	E	NS	N:AKQ74.AJ6.KT3.84 J9653.KQ82.AQ5.2 T82.T94.J876.KQ7 .753.942.AJT9653	0	4	S	N	NONE	0	3	S	N	NONE
101178641	E	None	N:AQJ84.KT5.AQ6.83 K9652.QJ83.KT4.2 T73.A76.J975.KQ5 .942.832.AJT9764	0	4	S	N	NONE	0	3	S	N	NONE
